#This map is createrd by MapFileWriter
<e> cube cube cube1 100.0 -16.975307 10.0 1.0 false
<e> null grassObject grassObjAtlas 400.0 11.95336 490.0 1.5067426 true
<e> null grassObject grassObjAtlas 405.0 11.188116 490.0 2.0002978 true
<e> null grassObject grassObjAtlas 405.0 11.188116 490.0 2.0002978 true
<e> null grassObject grassObjAtlas 410.0 10.250135 490.0 2.4092436 true
<e> null grassObject grassObjAtlas 410.0 10.250135 490.0 2.4092436 true
<e> null grassObject grassObjAtlas 415.0 9.5980425 490.0 1.3126706 true
<e> null grassObject grassObjAtlas 415.0 9.5980425 490.0 1.3126706 true
<e> null grassObject grassObjAtlas 420.0 9.524378 490.0 1.4821024 true
<e> null grassObject grassObjAtlas 420.0 9.524378 490.0 1.4821024 true
<e> null grassObject grassObjAtlas 425.0 9.91143 490.0 1.8420784 true
<e> null grassObject grassObjAtlas 425.0 9.91143 490.0 1.8420784 true
<e> null grassObject grassObjAtlas 430.0 9.835072 490.0 2.9603753 true
<e> null grassObject grassObjAtlas 430.0 9.835072 490.0 2.9603753 true
<e> null grassObject grassObjAtlas 435.0 7.918476 490.0 2.6671424 true
<e> null grassObject grassObjAtlas 435.0 7.918476 490.0 2.6671424 true
<e> null grassObject grassObjAtlas 440.0 4.9721913 490.0 2.8961623 true
<e> null grassObject grassObjAtlas 440.0 4.9721913 490.0 2.8961623 true
<e> null grassObject grassObjAtlas 445.0 3.850734 490.0 1.6132324 true
<e> null grassObject grassObjAtlas 445.0 3.850734 490.0 1.6132324 true
<e> null grassObject grassObjAtlas 450.0 3.3227217 490.0 2.4371843 true
<e> null grassObject grassObjAtlas 450.0 3.3227217 490.0 2.4371843 true
<e> null grassObject grassObjAtlas 455.0 3.1194224 490.0 1.5088189 true
<e> null grassObject grassObjAtlas 455.0 3.1194224 490.0 1.5088189 true
<e> null grassObject grassObjAtlas 460.0 4.1043897 490.0 1.181991 true
<e> null grassObject grassObjAtlas 460.0 4.1043897 490.0 1.181991 true
<e> null grassObject grassObjAtlas 465.0 6.2800994 490.0 1.0856323 true
<e> null grassObject grassObjAtlas 465.0 6.2800994 490.0 1.0856323 true
<e> null grassObject grassObjAtlas 470.0 7.232675 490.0 2.2312498 true
<e> null grassObject grassObjAtlas 470.0 7.232675 490.0 2.2312498 true
<e> null grassObject grassObjAtlas 475.0 7.1540823 490.0 1.3825488 true
<e> null grassObject grassObjAtlas 475.0 7.1540823 490.0 1.3825488 true
<e> null grassObject grassObjAtlas 480.0 6.5379076 490.0 1.5991143 true
<e> null grassObject grassObjAtlas 480.0 6.5379076 490.0 1.5991143 true
<e> null grassObject grassObjAtlas 485.0 5.7572365 490.0 2.192957 true
<e> null grassObject grassObjAtlas 485.0 5.7572365 490.0 2.192957 true
<e> null grassObject grassObjAtlas 490.0 6.600415 490.0 1.4428284 true
<e> null grassObject grassObjAtlas 490.0 6.600415 490.0 1.4428284 true
<e> null grassObject grassObjAtlas 495.0 6.9704237 490.0 1.5492626 true
<e> null grassObject grassObjAtlas 495.0 6.9704237 490.0 1.5492626 true
<e> null grassObject grassObjAtlas 500.0 6.9660406 490.0 2.200416 true
<e> null grassObject grassObjAtlas 500.0 6.9660406 490.0 2.200416 true
<e> null grassObject grassObjAtlas 505.0 6.4453535 490.0 1.6946435 true
<e> null grassObject grassObjAtlas 505.0 6.4453535 490.0 1.6946435 true
<e> null grassObject grassObjAtlas 510.0 5.7939153 490.0 1.1896641 true
<e> null grassObject grassObjAtlas 510.0 5.7939153 490.0 1.1896641 true
<e> null grassObject grassObjAtlas 515.0 5.283665 490.0 1.8359582 true
<e> null grassObject grassObjAtlas 515.0 5.283665 490.0 1.8359582 true
<e> null grassObject grassObjAtlas 520.0 5.6850386 490.0 1.9170136 true
<e> null grassObject grassObjAtlas 520.0 5.6850386 490.0 1.9170136 true
<e> null grassObject grassObjAtlas 525.0 6.790616 490.0 1.2438415 true
<e> null grassObject grassObjAtlas 525.0 6.790616 490.0 1.2438415 true
<e> null grassObject grassObjAtlas 530.0 8.120692 490.0 2.5790887 true
<e> null grassObject grassObjAtlas 530.0 8.120692 490.0 2.5790887 true
<e> null grassObject grassObjAtlas 535.0 8.428508 490.0 2.163766 true
<e> null grassObject grassObjAtlas 535.0 8.428508 490.0 2.163766 true
<e> null grassObject grassObjAtlas 540.0 8.459614 490.0 1.7252797 true
<e> null grassObject grassObjAtlas 540.0 8.459614 490.0 1.7252797 true
<e> null grassObject grassObjAtlas 545.0 8.762273 490.0 1.3787162 true
<e> null grassObject grassObjAtlas 545.0 8.762273 490.0 1.3787162 true
<e> null grassObject grassObjAtlas 550.0 9.168793 490.0 2.4062252 true
<e> null grassObject grassObjAtlas 550.0 9.168793 490.0 2.4062252 true
<e> null grassObject grassObjAtlas 555.0 9.157403 490.0 2.129885 true
<e> null grassObject grassObjAtlas 555.0 9.157403 490.0 2.129885 true
<e> null grassObject grassObjAtlas 560.0 10.53461 490.0 1.3855772 true
<e> null grassObject grassObjAtlas 560.0 10.53461 490.0 1.3855772 true
<e> null grassObject grassObjAtlas 565.0 12.448246 490.0 2.1224647 true
<e> null grassObject grassObjAtlas 565.0 12.448246 490.0 2.1224647 true
<e> null grassObject grassObjAtlas 570.0 14.379799 490.0 1.0727321 true
<e> null grassObject grassObjAtlas 570.0 14.379799 490.0 1.0727321 true
<e> null grassObject grassObjAtlas 575.0 16.04943 490.0 2.3414545 true
<e> null grassObject grassObjAtlas 575.0 16.04943 490.0 2.3414545 true
<e> null grassObject grassObjAtlas 580.0 17.630625 490.0 1.0801567 true
<e> null grassObject grassObjAtlas 580.0 17.630625 490.0 1.0801567 true
<e> null grassObject grassObjAtlas 585.0 17.306093 490.0 1.8559256 true
<e> null grassObject grassObjAtlas 585.0 17.306093 490.0 1.8559256 true
<e> null grassObject grassObjAtlas 590.0 16.284645 490.0 2.9646833 true
<e> null grassObject grassObjAtlas 590.0 16.284645 490.0 2.9646833 true
<e> null grassObject grassObjAtlas 595.0 15.18145 490.0 1.3341789 true
<e> null grassObject grassObjAtlas 595.0 15.18145 490.0 1.3341789 true
<e> null grassObject grassObjAtlas 600.0 14.753499 490.0 2.4280624 true
<e> null grassObject grassObjAtlas 600.0 14.753499 490.0 2.4280624 true
<e> null grassObject grassObjAtlas 605.0 14.590906 490.0 1.9176743 true
<e> null grassObject grassObjAtlas 605.0 14.590906 490.0 1.9176743 true
<e> null grassObject grassObjAtlas 610.0 13.588602 490.0 2.5848022 true
<e> null grassObject grassObjAtlas 610.0 13.588602 490.0 2.5848022 true
<e> null grassObject grassObjAtlas 615.0 11.961332 490.0 1.8558033 true
<e> null grassObject grassObjAtlas 615.0 11.961332 490.0 1.8558033 true
<e> null grassObject grassObjAtlas 620.0 11.465965 490.0 2.8177814 true
<e> null grassObject grassObjAtlas 620.0 11.465965 490.0 2.8177814 true
<e> null grassObject grassObjAtlas 625.0 12.243817 490.0 2.9900193 true
<e> null grassObject grassObjAtlas 625.0 12.243817 490.0 2.9900193 true
<e> null grassObject grassObjAtlas 630.0 13.067539 490.0 2.103423 true
<e> null grassObject grassObjAtlas 630.0 13.067539 490.0 2.103423 true
<e> null grassObject grassObjAtlas 635.0 12.7012825 490.0 2.0542884 true
<e> null grassObject grassObjAtlas 635.0 12.7012825 490.0 2.0542884 true
<e> null grassObject grassObjAtlas 640.0 12.09985 490.0 2.7737632 true
<e> null grassObject grassObjAtlas 640.0 12.09985 490.0 2.7737632 true
<e> null grassObject grassObjAtlas 645.0 12.431845 490.0 2.7453198 true
<e> null grassObject grassObjAtlas 645.0 12.431845 490.0 2.7453198 true
<e> null grassObject grassObjAtlas 650.0 13.289449 490.0 1.6741898 true
<e> null grassObject grassObjAtlas 650.0 13.289449 490.0 1.6741898 true
<e> null grassObject grassObjAtlas 655.0 13.237338 490.0 2.6828141 true
<e> null grassObject grassObjAtlas 655.0 13.237338 490.0 2.6828141 true
<e> null grassObject grassObjAtlas 660.0 12.608818 490.0 2.160822 true
<e> null grassObject grassObjAtlas 660.0 12.608818 490.0 2.160822 true
<e> null grassObject grassObjAtlas 665.0 13.168449 490.0 2.455573 true
<e> null grassObject grassObjAtlas 665.0 13.168449 490.0 2.455573 true
<e> null grassObject grassObjAtlas 670.0 13.53969 490.0 2.854632 true
<e> null grassObject grassObjAtlas 670.0 13.53969 490.0 2.854632 true
<e> null grassObject grassObjAtlas 675.0 12.58959 490.0 2.8184915 true
<e> null grassObject grassObjAtlas 675.0 12.58959 490.0 2.8184915 true
<e> null grassObject grassObjAtlas 680.0 10.988345 490.0 1.4308307 true
<e> null grassObject grassObjAtlas 680.0 10.988345 490.0 1.4308307 true
<e> null grassObject grassObjAtlas 685.0 11.348203 490.0 1.309222 true
<e> null grassObject grassObjAtlas 685.0 11.348203 490.0 1.309222 true
<e> null grassObject grassObjAtlas 690.0 11.379772 490.0 1.7784184 true
<e> null grassObject grassObjAtlas 690.0 11.379772 490.0 1.7784184 true
<e> null grassObject grassObjAtlas 695.0 11.758528 490.0 1.7889423 true
<e> null grassObject grassObjAtlas 695.0 11.758528 490.0 1.7889423 true
<e> null grassObject grassObjAtlas 700.0 12.838411 490.0 2.8290071 true
<e> null grassObject grassObjAtlas 700.0 12.838411 490.0 2.8290071 true
<e> null grassObject grassObjAtlas 705.0 14.548675 490.0 1.0326627 true
<e> null grassObject grassObjAtlas 705.0 14.548675 490.0 1.0326627 true
<e> null grassObject grassObjAtlas 710.0 15.444852 490.0 2.3452127 true
<e> null grassObject grassObjAtlas 710.0 15.444852 490.0 2.3452127 true
<e> null grassObject grassObjAtlas 715.0 15.40159 490.0 2.01066 true
<e> null grassObject grassObjAtlas 715.0 15.40159 490.0 2.01066 true
<e> null grassObject grassObjAtlas 720.0 14.568446 490.0 1.5024724 true
<e> null grassObject grassObjAtlas 720.0 14.568446 490.0 1.5024724 true
<e> null grassObject grassObjAtlas 725.0 13.446467 490.0 2.079937 true
<e> null grassObject grassObjAtlas 725.0 13.446467 490.0 2.079937 true
<e> null grassObject grassObjAtlas 730.0 13.14862 490.0 2.6257005 true
<e> null grassObject grassObjAtlas 730.0 13.14862 490.0 2.6257005 true
<e> null grassObject grassObjAtlas 735.0 12.651068 490.0 2.2653382 true
<e> null grassObject grassObjAtlas 735.0 12.651068 490.0 2.2653382 true
<e> null grassObject grassObjAtlas 740.0 11.567253 490.0 1.7916695 true
<e> null grassObject grassObjAtlas 740.0 11.567253 490.0 1.7916695 true
<e> null grassObject grassObjAtlas 745.0 10.328682 490.0 2.1326146 true
<e> null grassObject grassObjAtlas 745.0 10.328682 490.0 2.1326146 true
<e> null grassObject grassObjAtlas 750.0 9.083004 490.0 1.9235036 true
<e> null grassObject grassObjAtlas 750.0 9.083004 490.0 1.9235036 true
<e> null grassObject grassObjAtlas 755.0 7.923664 490.0 1.5751178 true
<e> null grassObject grassObjAtlas 755.0 7.923664 490.0 1.5751178 true
<e> null grassObject grassObjAtlas 760.0 6.6935253 490.0 1.635603 true
<e> null grassObject grassObjAtlas 760.0 6.6935253 490.0 1.635603 true
<e> null grassObject grassObjAtlas 765.0 5.7317224 490.0 1.9428854 true
<e> null grassObject grassObjAtlas 765.0 5.7317224 490.0 1.9428854 true
<e> null grassObject grassObjAtlas 770.0 5.6201587 490.0 1.492332 true
<e> null grassObject grassObjAtlas 770.0 5.6201587 490.0 1.492332 true
<e> null grassObject grassObjAtlas 775.0 7.0037494 490.0 2.284964 true
<e> null grassObject grassObjAtlas 775.0 7.0037494 490.0 2.284964 true
<e> null grassObject grassObjAtlas 780.0 7.4512014 490.0 1.9847658 true
<e> null grassObject grassObjAtlas 780.0 7.4512014 490.0 1.9847658 true
<e> null grassObject grassObjAtlas 785.0 7.2275543 490.0 2.6563988 true
<e> null grassObject grassObjAtlas 785.0 7.2275543 490.0 2.6563988 true
<e> null grassObject grassObjAtlas 790.0 6.474413 490.0 2.7758636 true
<e> null grassObject grassObjAtlas 790.0 6.474413 490.0 2.7758636 true
<e> null grassObject grassObjAtlas 795.0 5.8151417 490.0 1.2201583 true
<e> null grassObject grassObjAtlas 795.0 5.8151417 490.0 1.2201583 true
<e> null grassObject grassObjAtlas 0.0 -8.495389 495.0 2.3910003 true
<e> null grassObject grassObjAtlas 0.0 -8.495389 495.0 2.3910003 true
<e> null grassObject grassObjAtlas 5.0 -10.105146 495.0 2.6673994 true
<e> null grassObject grassObjAtlas 5.0 -10.105146 495.0 2.6673994 true
<e> null grassObject grassObjAtlas 10.0 -11.596823 495.0 1.2194883 true
<e> null grassObject grassObjAtlas 10.0 -11.596823 495.0 1.2194883 true
<e> null grassObject grassObjAtlas 15.0 -13.569178 495.0 1.8591499 true
<e> null grassObject grassObjAtlas 15.0 -13.569178 495.0 1.8591499 true
<e> null grassObject grassObjAtlas 20.0 -14.8389 495.0 2.531436 true
<e> null grassObject grassObjAtlas 20.0 -14.8389 495.0 2.531436 true
<e> null grassObject grassObjAtlas 25.0 -15.329314 495.0 2.7872264 true
<e> null grassObject grassObjAtlas 25.0 -15.329314 495.0 2.7872264 true
<e> null grassObject grassObjAtlas 30.0 -13.489664 495.0 1.1971899 true
<e> null grassObject grassObjAtlas 30.0 -13.489664 495.0 1.1971899 true
<e> null grassObject grassObjAtlas 35.0 -12.245067 495.0 2.3467789 true
<e> null grassObject grassObjAtlas 35.0 -12.245067 495.0 2.3467789 true
<e> null grassObject grassObjAtlas 40.0 -10.934503 495.0 2.3240347 true
<e> null grassObject grassObjAtlas 40.0 -10.934503 495.0 2.3240347 true
<e> null grassObject grassObjAtlas 45.0 -9.653154 495.0 2.04826 true
<e> null grassObject grassObjAtlas 45.0 -9.653154 495.0 2.04826 true
<e> null grassObject grassObjAtlas 50.0 -6.5647807 495.0 2.4034786 true
<e> null grassObject grassObjAtlas 50.0 -6.5647807 495.0 2.4034786 true
<e> null grassObject grassObjAtlas 55.0 -3.735724 495.0 1.8701499 true
<e> null grassObject grassObjAtlas 55.0 -3.735724 495.0 1.8701499 true
<e> null grassObject grassObjAtlas 60.0 -0.96564853 495.0 2.505167 true
<e> null grassObject grassObjAtlas 60.0 -0.96564853 495.0 2.505167 true
<e> null grassObject grassObjAtlas 65.0 2.1668696 495.0 2.818912 true
<e> null grassObject grassObjAtlas 65.0 2.1668696 495.0 2.818912 true
<e> null grassObject grassObjAtlas 70.0 4.97558 495.0 2.1794295 true
<e> null grassObject grassObjAtlas 70.0 4.97558 495.0 2.1794295 true
<e> null grassObject grassObjAtlas 75.0 7.886421 495.0 1.429199 true
<e> null grassObject grassObjAtlas 75.0 7.886421 495.0 1.429199 true
<e> null grassObject grassObjAtlas 80.0 10.67421 495.0 1.0650307 true
<e> null grassObject grassObjAtlas 80.0 10.67421 495.0 1.0650307 true
<e> null grassObject grassObjAtlas 85.0 13.279486 495.0 1.071277 true
<e> null grassObject grassObjAtlas 85.0 13.279486 495.0 1.071277 true
<e> null grassObject grassObjAtlas 90.0 14.005495 495.0 1.6735271 true
<e> null grassObject grassObjAtlas 90.0 14.005495 495.0 1.6735271 true
<e> null grassObject grassObjAtlas 95.0 14.509277 495.0 2.3562622 true
<e> null grassObject grassObjAtlas 95.0 14.509277 495.0 2.3562622 true
<e> null grassObject grassObjAtlas 100.0 15.162849 495.0 2.7746189 true
<e> null grassObject grassObjAtlas 100.0 15.162849 495.0 2.7746189 true
<e> null grassObject grassObjAtlas 105.0 13.789022 495.0 1.6215671 true
<e> null grassObject grassObjAtlas 105.0 13.789022 495.0 1.6215671 true
<e> null grassObject grassObjAtlas 110.0 11.890366 495.0 2.4821444 true
<e> null grassObject grassObjAtlas 110.0 11.890366 495.0 2.4821444 true
<e> null grassObject grassObjAtlas 115.0 9.7706 495.0 1.0737233 true
<e> null grassObject grassObjAtlas 115.0 9.7706 495.0 1.0737233 true
<e> null grassObject grassObjAtlas 120.0 9.451246 495.0 1.1883258 true
<e> null grassObject grassObjAtlas 120.0 9.451246 495.0 1.1883258 true
<e> null grassObject grassObjAtlas 125.0 10.21084 495.0 2.9544845 true
<e> null grassObject grassObjAtlas 125.0 10.21084 495.0 2.9544845 true
<e> null grassObject grassObjAtlas 130.0 12.33696 495.0 2.471141 true
<e> null grassObject grassObjAtlas 130.0 12.33696 495.0 2.471141 true
<e> null grassObject grassObjAtlas 135.0 14.901137 495.0 1.5260756 true
<e> null grassObject grassObjAtlas 135.0 14.901137 495.0 1.5260756 true
<e> null grassObject grassObjAtlas 140.0 17.00872 495.0 2.9691818 true
<e> null grassObject grassObjAtlas 140.0 17.00872 495.0 2.9691818 true
<e> null grassObject grassObjAtlas 145.0 17.03707 495.0 1.8461833 true
<e> null grassObject grassObjAtlas 145.0 17.03707 495.0 1.8461833 true
<e> null grassObject grassObjAtlas 150.0 16.012323 495.0 2.8491955 true
<e> null grassObject grassObjAtlas 150.0 16.012323 495.0 2.8491955 true
<e> null grassObject grassObjAtlas 155.0 15.499238 495.0 1.4825114 true
<e> null grassObject grassObjAtlas 155.0 15.499238 495.0 1.4825114 true
<e> null grassObject grassObjAtlas 160.0 15.354546 495.0 1.1590879 true
<e> null grassObject grassObjAtlas 160.0 15.354546 495.0 1.1590879 true
<e> null grassObject grassObjAtlas 165.0 15.300848 495.0 2.4165049 true
<e> null grassObject grassObjAtlas 165.0 15.300848 495.0 2.4165049 true
<e> null grassObject grassObjAtlas 170.0 16.068924 495.0 1.2451264 true
<e> null grassObject grassObjAtlas 170.0 16.068924 495.0 1.2451264 true
<e> null grassObject grassObjAtlas 175.0 18.021719 495.0 1.4784029 true
<e> null grassObject grassObjAtlas 175.0 18.021719 495.0 1.4784029 true
<e> null grassObject grassObjAtlas 180.0 19.259266 495.0 1.1043198 true
<e> null grassObject grassObjAtlas 180.0 19.259266 495.0 1.1043198 true
<e> null grassObject grassObjAtlas 185.0 20.202576 495.0 1.4696712 true
<e> null grassObject grassObjAtlas 185.0 20.202576 495.0 1.4696712 true
<e> null grassObject grassObjAtlas 190.0 20.010942 495.0 1.5356088 true
<e> null grassObject grassObjAtlas 190.0 20.010942 495.0 1.5356088 true
<e> null grassObject grassObjAtlas 195.0 19.779799 495.0 1.5488174 true
<e> null grassObject grassObjAtlas 195.0 19.779799 495.0 1.5488174 true
<e> null grassObject grassObjAtlas 200.0 19.019123 495.0 2.1469543 true
<e> null grassObject grassObjAtlas 200.0 19.019123 495.0 2.1469543 true
<e> null grassObject grassObjAtlas 205.0 18.44957 495.0 2.0236511 true
<e> null grassObject grassObjAtlas 205.0 18.44957 495.0 2.0236511 true
<e> null grassObject grassObjAtlas 210.0 18.666868 495.0 2.4763174 true
<e> null grassObject grassObjAtlas 210.0 18.666868 495.0 2.4763174 true
<e> null grassObject grassObjAtlas 215.0 19.047947 495.0 1.104467 true
<e> null grassObject grassObjAtlas 215.0 19.047947 495.0 1.104467 true
<e> null grassObject grassObjAtlas 220.0 19.657663 495.0 1.9057696 true
<e> null grassObject grassObjAtlas 220.0 19.657663 495.0 1.9057696 true
<e> null grassObject grassObjAtlas 225.0 19.285833 495.0 1.7819154 true
<e> null grassObject grassObjAtlas 225.0 19.285833 495.0 1.7819154 true
<e> null grassObject grassObjAtlas 230.0 18.136604 495.0 1.8086834 true
<e> null grassObject grassObjAtlas 230.0 18.136604 495.0 1.8086834 true
<e> null grassObject grassObjAtlas 235.0 16.800932 495.0 1.3102618 true
<e> null grassObject grassObjAtlas 235.0 16.800932 495.0 1.3102618 true
<e> null grassObject grassObjAtlas 240.0 16.437183 495.0 1.9955536 true
<e> null grassObject grassObjAtlas 240.0 16.437183 495.0 1.9955536 true
<e> null grassObject grassObjAtlas 245.0 15.013704 495.0 2.9673257 true
<e> null grassObject grassObjAtlas 245.0 15.013704 495.0 2.9673257 true
<e> null grassObject grassObjAtlas 250.0 13.495166 495.0 2.4460802 true
<e> null grassObject grassObjAtlas 250.0 13.495166 495.0 2.4460802 true
<e> null grassObject grassObjAtlas 255.0 12.867468 495.0 1.1489004 true
<e> null grassObject grassObjAtlas 255.0 12.867468 495.0 1.1489004 true
<e> null grassObject grassObjAtlas 260.0 13.640789 495.0 2.3716526 true
<e> null grassObject grassObjAtlas 260.0 13.640789 495.0 2.3716526 true
<e> null grassObject grassObjAtlas 265.0 14.298597 495.0 2.4164076 true
<e> null grassObject grassObjAtlas 265.0 14.298597 495.0 2.4164076 true
<e> null grassObject grassObjAtlas 270.0 15.287508 495.0 2.5874043 true
<e> null grassObject grassObjAtlas 270.0 15.287508 495.0 2.5874043 true
<e> null grassObject grassObjAtlas 275.0 15.106808 495.0 1.9866982 true
<e> null grassObject grassObjAtlas 275.0 15.106808 495.0 1.9866982 true
<e> null grassObject grassObjAtlas 280.0 14.689555 495.0 2.1369748 true
<e> null grassObject grassObjAtlas 280.0 14.689555 495.0 2.1369748 true
<e> null grassObject grassObjAtlas 285.0 15.267576 495.0 2.1232796 true
<e> null grassObject grassObjAtlas 285.0 15.267576 495.0 2.1232796 true
<e> null grassObject grassObjAtlas 290.0 15.411043 495.0 2.162651 true
<e> null grassObject grassObjAtlas 290.0 15.411043 495.0 2.162651 true
<e> null grassObject grassObjAtlas 295.0 15.347197 495.0 2.9061184 true
<e> null grassObject grassObjAtlas 295.0 15.347197 495.0 2.9061184 true
<e> null grassObject grassObjAtlas 300.0 15.53087 495.0 1.6115656 true
<e> null grassObject grassObjAtlas 300.0 15.53087 495.0 1.6115656 true
<e> null grassObject grassObjAtlas 305.0 17.02836 495.0 2.526023 true
<e> null grassObject grassObjAtlas 305.0 17.02836 495.0 2.526023 true
<e> null grassObject grassObjAtlas 310.0 18.355797 495.0 1.8842257 true
<e> null grassObject grassObjAtlas 310.0 18.355797 495.0 1.8842257 true
<e> null grassObject grassObjAtlas 315.0 18.16219 495.0 2.3292367 true
<e> null grassObject grassObjAtlas 315.0 18.16219 495.0 2.3292367 true
<e> null grassObject grassObjAtlas 320.0 17.272089 495.0 1.7402452 true
<e> null grassObject grassObjAtlas 320.0 17.272089 495.0 1.7402452 true
<e> null grassObject grassObjAtlas 325.0 16.15181 495.0 1.7442946 true
<e> null grassObject grassObjAtlas 325.0 16.15181 495.0 1.7442946 true
<e> null grassObject grassObjAtlas 330.0 14.291347 495.0 2.3593783 true
<e> null grassObject grassObjAtlas 330.0 14.291347 495.0 2.3593783 true
<e> null grassObject grassObjAtlas 335.0 12.991446 495.0 2.528635 true
<e> null grassObject grassObjAtlas 335.0 12.991446 495.0 2.528635 true
<e> null grassObject grassObjAtlas 340.0 12.542595 495.0 2.5017114 true
<e> null grassObject grassObjAtlas 340.0 12.542595 495.0 2.5017114 true
<e> null grassObject grassObjAtlas 345.0 11.4963455 495.0 1.7054989 true
<e> null grassObject grassObjAtlas 345.0 11.4963455 495.0 1.7054989 true
<e> null grassObject grassObjAtlas 350.0 10.7055645 495.0 1.2132825 true
<e> null grassObject grassObjAtlas 350.0 10.7055645 495.0 1.2132825 true
<e> null grassObject grassObjAtlas 355.0 10.8243885 495.0 2.5069885 true
<e> null grassObject grassObjAtlas 355.0 10.8243885 495.0 2.5069885 true
<e> null grassObject grassObjAtlas 360.0 12.421829 495.0 1.8828783 true
<e> null grassObject grassObjAtlas 360.0 12.421829 495.0 1.8828783 true
<e> null grassObject grassObjAtlas 365.0 14.101509 495.0 2.6378515 true
<e> null grassObject grassObjAtlas 365.0 14.101509 495.0 2.6378515 true
<e> null grassObject grassObjAtlas 370.0 14.387279 495.0 1.9789224 true
<e> null grassObject grassObjAtlas 370.0 14.387279 495.0 1.9789224 true
<e> null grassObject grassObjAtlas 375.0 14.270218 495.0 1.4238739 true
<e> null grassObject grassObjAtlas 375.0 14.270218 495.0 1.4238739 true
<e> null grassObject grassObjAtlas 380.0 13.981749 495.0 1.1951313 true
<e> null grassObject grassObjAtlas 380.0 13.981749 495.0 1.1951313 true
<e> null grassObject grassObjAtlas 385.0 14.062487 495.0 2.7621825 true
<e> null grassObject grassObjAtlas 385.0 14.062487 495.0 2.7621825 true
<e> null grassObject grassObjAtlas 390.0 14.118858 495.0 1.6290967 true
<e> null grassObject grassObjAtlas 390.0 14.118858 495.0 1.6290967 true
<e> null grassObject grassObjAtlas 395.0 13.606552 495.0 1.2580898 true
<e> null grassObject grassObjAtlas 395.0 13.606552 495.0 1.2580898 true
<e> null grassObject grassObjAtlas 400.0 12.318224 495.0 1.0345571 true
<e> null grassObject grassObjAtlas 400.0 12.318224 495.0 1.0345571 true
<e> null grassObject grassObjAtlas 405.0 10.73029 495.0 2.1803448 true
<e> null grassObject grassObjAtlas 405.0 10.73029 495.0 2.1803448 true
<e> null grassObject grassObjAtlas 410.0 9.708464 495.0 2.0574813 true
<e> null grassObject grassObjAtlas 410.0 9.708464 495.0 2.0574813 true
<e> null grassObject grassObjAtlas 415.0 8.910414 495.0 1.7160499 true
<e> null grassObject grassObjAtlas 415.0 8.910414 495.0 1.7160499 true
<e> null grassObject grassObjAtlas 420.0 9.402664 495.0 1.0261033 true
<e> null grassObject grassObjAtlas 420.0 9.402664 495.0 1.0261033 true
<e> null grassObject grassObjAtlas 425.0 10.355156 495.0 2.9366045 true
<e> null grassObject grassObjAtlas 425.0 10.355156 495.0 2.9366045 true
<e> null grassObject grassObjAtlas 430.0 10.37118 495.0 2.5598392 true
<e> null grassObject grassObjAtlas 430.0 10.37118 495.0 2.5598392 true
<e> null grassObject grassObjAtlas 435.0 8.217139 495.0 2.5315747 true
<e> null grassObject grassObjAtlas 435.0 8.217139 495.0 2.5315747 true
<e> null grassObject grassObjAtlas 440.0 5.5986366 495.0 1.6420131 true
<e> null grassObject grassObjAtlas 440.0 5.5986366 495.0 1.6420131 true
<e> null grassObject grassObjAtlas 445.0 4.2822914 495.0 1.0194093 true
<e> null grassObject grassObjAtlas 445.0 4.2822914 495.0 1.0194093 true
<e> null grassObject grassObjAtlas 450.0 3.2092385 495.0 1.423105 true
<e> null grassObject grassObjAtlas 450.0 3.2092385 495.0 1.423105 true
<e> null grassObject grassObjAtlas 455.0 2.5184178 495.0 2.24967 true
<e> null grassObject grassObjAtlas 455.0 2.5184178 495.0 2.24967 true
<e> null grassObject grassObjAtlas 460.0 2.9393373 495.0 1.8477676 true
<e> null grassObject grassObjAtlas 460.0 2.9393373 495.0 1.8477676 true
<e> null grassObject grassObjAtlas 465.0 4.1676745 495.0 2.674447 true
<e> null grassObject grassObjAtlas 465.0 4.1676745 495.0 2.674447 true
<e> null grassObject grassObjAtlas 470.0 4.275034 495.0 1.0992093 true
<e> null grassObject grassObjAtlas 470.0 4.275034 495.0 1.0992093 true
<e> null grassObject grassObjAtlas 475.0 3.6232848 495.0 2.3466506 true
<e> null grassObject grassObjAtlas 475.0 3.6232848 495.0 2.3466506 true
<e> null grassObject grassObjAtlas 480.0 3.2562795 495.0 2.1041636 true
<e> null grassObject grassObjAtlas 480.0 3.2562795 495.0 2.1041636 true
<e> null grassObject grassObjAtlas 485.0 3.6057396 495.0 2.815918 true
<e> null grassObject grassObjAtlas 485.0 3.6057396 495.0 2.815918 true
<e> null grassObject grassObjAtlas 490.0 4.5849113 495.0 1.1221557 true
<e> null grassObject grassObjAtlas 490.0 4.5849113 495.0 1.1221557 true
<e> null grassObject grassObjAtlas 495.0 5.002387 495.0 1.111227 true
<e> null grassObject grassObjAtlas 495.0 5.002387 495.0 1.111227 true
<e> null grassObject grassObjAtlas 500.0 4.516449 495.0 2.342042 true
<e> null grassObject grassObjAtlas 500.0 4.516449 495.0 2.342042 true
<e> null grassObject grassObjAtlas 505.0 3.8550537 495.0 1.5514648 true
<e> null grassObject grassObjAtlas 505.0 3.8550537 495.0 1.5514648 true
<e> null grassObject grassObjAtlas 510.0 3.6945326 495.0 1.9209939 true
<e> null grassObject grassObjAtlas 510.0 3.6945326 495.0 1.9209939 true
<e> null grassObject grassObjAtlas 515.0 3.7198873 495.0 1.0959474 true
