#This map is createrd by MapFileWriter
<e> cube cube cube1 100.0 3.4663596 10.0 1.0 false
<e> null grassObject grassObjAtlas 665.0 -7.8590627 465.0 2.3689766 true
<e> null grassObject grassObjAtlas 665.0 -7.8590627 465.0 2.3689766 true
<e> null grassObject grassObjAtlas 670.0 -8.8948555 465.0 2.1298778 true
<e> null grassObject grassObjAtlas 670.0 -8.8948555 465.0 2.1298778 true
<e> null grassObject grassObjAtlas 675.0 -11.142408 465.0 2.5669665 true
<e> null grassObject grassObjAtlas 675.0 -11.142408 465.0 2.5669665 true
<e> null grassObject grassObjAtlas 680.0 -11.405548 465.0 2.5863469 true
<e> null grassObject grassObjAtlas 680.0 -11.405548 465.0 2.5863469 true
<e> null grassObject grassObjAtlas 685.0 -13.09614 465.0 2.2272425 true
<e> null grassObject grassObjAtlas 685.0 -13.09614 465.0 2.2272425 true
<e> null grassObject grassObjAtlas 690.0 -15.685546 465.0 1.7545207 true
<e> null grassObject grassObjAtlas 690.0 -15.685546 465.0 1.7545207 true
<e> null grassObject grassObjAtlas 695.0 -17.545538 465.0 2.3578484 true
<e> null grassObject grassObjAtlas 695.0 -17.545538 465.0 2.3578484 true
<e> null grassObject grassObjAtlas 700.0 -17.831926 465.0 1.7742484 true
<e> null grassObject grassObjAtlas 700.0 -17.831926 465.0 1.7742484 true
<e> null grassObject grassObjAtlas 705.0 -18.775845 465.0 2.6559386 true
<e> null grassObject grassObjAtlas 705.0 -18.775845 465.0 2.6559386 true
<e> null grassObject grassObjAtlas 710.0 -19.27027 465.0 1.8028773 true
<e> null grassObject grassObjAtlas 710.0 -19.27027 465.0 1.8028773 true
<e> null grassObject grassObjAtlas 715.0 -19.13264 465.0 1.0033472 true
<e> null grassObject grassObjAtlas 715.0 -19.13264 465.0 1.0033472 true
<e> null grassObject grassObjAtlas 720.0 -19.35792 465.0 2.1602044 true
<e> null grassObject grassObjAtlas 720.0 -19.35792 465.0 2.1602044 true
<e> null grassObject grassObjAtlas 725.0 -21.590714 465.0 2.9322362 true
<e> null grassObject grassObjAtlas 725.0 -21.590714 465.0 2.9322362 true
<e> null grassObject grassObjAtlas 730.0 -24.830357 465.0 2.9150434 true
<e> null grassObject grassObjAtlas 730.0 -24.830357 465.0 2.9150434 true
<e> null grassObject grassObjAtlas 735.0 -27.182884 465.0 1.6806698 true
<e> null grassObject grassObjAtlas 735.0 -27.182884 465.0 1.6806698 true
<e> null grassObject grassObjAtlas 740.0 -28.161898 465.0 1.8153491 true
<e> null grassObject grassObjAtlas 740.0 -28.161898 465.0 1.8153491 true
<e> null grassObject grassObjAtlas 745.0 -28.050648 465.0 1.5180328 true
<e> null grassObject grassObjAtlas 745.0 -28.050648 465.0 1.5180328 true
<e> null grassObject grassObjAtlas 750.0 -28.158064 465.0 2.5403285 true
<e> null grassObject grassObjAtlas 750.0 -28.158064 465.0 2.5403285 true
<e> null grassObject grassObjAtlas 755.0 -28.950794 465.0 2.851883 true
<e> null grassObject grassObjAtlas 755.0 -28.950794 465.0 2.851883 true
<e> null grassObject grassObjAtlas 760.0 -27.159992 465.0 1.6606288 true
<e> null grassObject grassObjAtlas 760.0 -27.159992 465.0 1.6606288 true
<e> null grassObject grassObjAtlas 765.0 -24.005827 465.0 1.0455583 true
<e> null grassObject grassObjAtlas 765.0 -24.005827 465.0 1.0455583 true
<e> null grassObject grassObjAtlas 770.0 -20.556416 465.0 2.9491072 true
<e> null grassObject grassObjAtlas 770.0 -20.556416 465.0 2.9491072 true
<e> null grassObject grassObjAtlas 775.0 -17.943844 465.0 2.2253566 true
<e> null grassObject grassObjAtlas 775.0 -17.943844 465.0 2.2253566 true
<e> null grassObject grassObjAtlas 780.0 -16.19924 465.0 2.0886881 true
<e> null grassObject grassObjAtlas 780.0 -16.19924 465.0 2.0886881 true
<e> null grassObject grassObjAtlas 785.0 -14.445366 465.0 2.0143151 true
<e> null grassObject grassObjAtlas 785.0 -14.445366 465.0 2.0143151 true
<e> null grassObject grassObjAtlas 790.0 -12.2407875 465.0 2.9554753 true
<e> null grassObject grassObjAtlas 790.0 -12.2407875 465.0 2.9554753 true
<e> null grassObject grassObjAtlas 795.0 -9.688945 465.0 2.0047455 true
<e> null grassObject grassObjAtlas 795.0 -9.688945 465.0 2.0047455 true
<e> null grassObject grassObjAtlas 0.0 13.303942 470.0 2.875932 true
<e> null grassObject grassObjAtlas 0.0 13.303942 470.0 2.875932 true
<e> null grassObject grassObjAtlas 5.0 13.858805 470.0 2.8131862 true
<e> null grassObject grassObjAtlas 5.0 13.858805 470.0 2.8131862 true
<e> null grassObject grassObjAtlas 10.0 14.025126 470.0 2.2091646 true
<e> null grassObject grassObjAtlas 10.0 14.025126 470.0 2.2091646 true
<e> null grassObject grassObjAtlas 15.0 13.404504 470.0 1.2200043 true
<e> null grassObject grassObjAtlas 15.0 13.404504 470.0 1.2200043 true
<e> null grassObject grassObjAtlas 20.0 11.554897 470.0 2.7129526 true
<e> null grassObject grassObjAtlas 20.0 11.554897 470.0 2.7129526 true
<e> null grassObject grassObjAtlas 25.0 9.6571455 470.0 2.6834927 true
<e> null grassObject grassObjAtlas 25.0 9.6571455 470.0 2.6834927 true
<e> null grassObject grassObjAtlas 30.0 7.189142 470.0 1.1202585 true
<e> null grassObject grassObjAtlas 30.0 7.189142 470.0 1.1202585 true
<e> null grassObject grassObjAtlas 35.0 4.826771 470.0 1.4681344 true
<e> null grassObject grassObjAtlas 35.0 4.826771 470.0 1.4681344 true
<e> null grassObject grassObjAtlas 40.0 2.6539407 470.0 1.6678352 true
<e> null grassObject grassObjAtlas 40.0 2.6539407 470.0 1.6678352 true
<e> null grassObject grassObjAtlas 45.0 1.088434 470.0 2.80324 true
<e> null grassObject grassObjAtlas 45.0 1.088434 470.0 2.80324 true
<e> null grassObject grassObjAtlas 50.0 -1.1749787 470.0 1.7478216 true
<e> null grassObject grassObjAtlas 50.0 -1.1749787 470.0 1.7478216 true
<e> null grassObject grassObjAtlas 55.0 -2.8774042 470.0 1.487061 true
<e> null grassObject grassObjAtlas 55.0 -2.8774042 470.0 1.487061 true
<e> null grassObject grassObjAtlas 60.0 -4.789961 470.0 1.9456847 true
<e> null grassObject grassObjAtlas 60.0 -4.789961 470.0 1.9456847 true
<e> null grassObject grassObjAtlas 65.0 -7.22468 470.0 2.7997398 true
<e> null grassObject grassObjAtlas 65.0 -7.22468 470.0 2.7997398 true
<e> null grassObject grassObjAtlas 70.0 -9.137533 470.0 1.3136389 true
<e> null grassObject grassObjAtlas 70.0 -9.137533 470.0 1.3136389 true
<e> null grassObject grassObjAtlas 75.0 -10.363816 470.0 1.6442473 true
<e> null grassObject grassObjAtlas 75.0 -10.363816 470.0 1.6442473 true
<e> null grassObject grassObjAtlas 80.0 -10.6970415 470.0 1.4190416 true
<e> null grassObject grassObjAtlas 80.0 -10.6970415 470.0 1.4190416 true
<e> null grassObject grassObjAtlas 85.0 -11.512594 470.0 1.6872518 true
<e> null grassObject grassObjAtlas 85.0 -11.512594 470.0 1.6872518 true
<e> null grassObject grassObjAtlas 90.0 -12.626879 470.0 2.3948345 true
<e> null grassObject grassObjAtlas 90.0 -12.626879 470.0 2.3948345 true
<e> null grassObject grassObjAtlas 95.0 -13.368161 470.0 1.6423507 true
<e> null grassObject grassObjAtlas 95.0 -13.368161 470.0 1.6423507 true
<e> null grassObject grassObjAtlas 100.0 -12.300859 470.0 2.577692 true
<e> null grassObject grassObjAtlas 100.0 -12.300859 470.0 2.577692 true
<e> null grassObject grassObjAtlas 105.0 -10.331132 470.0 1.4782445 true
<e> null grassObject grassObjAtlas 105.0 -10.331132 470.0 1.4782445 true
<e> null grassObject grassObjAtlas 110.0 -9.039982 470.0 2.3042226 true
<e> null grassObject grassObjAtlas 110.0 -9.039982 470.0 2.3042226 true
<e> null grassObject grassObjAtlas 115.0 -8.642929 470.0 1.5274329 true
<e> null grassObject grassObjAtlas 115.0 -8.642929 470.0 1.5274329 true
<e> null grassObject grassObjAtlas 120.0 -8.939065 470.0 2.7826881 true
<e> null grassObject grassObjAtlas 120.0 -8.939065 470.0 2.7826881 true
<e> null grassObject grassObjAtlas 125.0 -7.9885206 470.0 2.5313187 true
<e> null grassObject grassObjAtlas 125.0 -7.9885206 470.0 2.5313187 true
<e> null grassObject grassObjAtlas 130.0 -8.590228 470.0 2.684816 true
<e> null grassObject grassObjAtlas 130.0 -8.590228 470.0 2.684816 true
<e> null grassObject grassObjAtlas 135.0 -10.207479 470.0 1.430936 true
<e> null grassObject grassObjAtlas 135.0 -10.207479 470.0 1.430936 true
<e> null grassObject grassObjAtlas 140.0 -11.220753 470.0 2.0082455 true
<e> null grassObject grassObjAtlas 140.0 -11.220753 470.0 2.0082455 true
<e> null grassObject grassObjAtlas 145.0 -9.447254 470.0 2.0758004 true
<e> null grassObject grassObjAtlas 145.0 -9.447254 470.0 2.0758004 true
<e> null grassObject grassObjAtlas 150.0 -7.6482587 470.0 2.9250004 true
<e> null grassObject grassObjAtlas 150.0 -7.6482587 470.0 2.9250004 true
<e> null grassObject grassObjAtlas 155.0 -6.9032903 470.0 1.3848418 true
<e> null grassObject grassObjAtlas 155.0 -6.9032903 470.0 1.3848418 true
<e> null grassObject grassObjAtlas 160.0 -6.347286 470.0 1.6164904 true
<e> null grassObject grassObjAtlas 160.0 -6.347286 470.0 1.6164904 true
<e> null grassObject grassObjAtlas 165.0 -6.0099373 470.0 1.2924583 true
<e> null grassObject grassObjAtlas 165.0 -6.0099373 470.0 1.2924583 true
<e> null grassObject grassObjAtlas 170.0 -6.591211 470.0 1.6434603 true
<e> null grassObject grassObjAtlas 170.0 -6.591211 470.0 1.6434603 true
<e> null grassObject grassObjAtlas 175.0 -8.389245 470.0 1.0201343 true
<e> null grassObject grassObjAtlas 175.0 -8.389245 470.0 1.0201343 true
<e> null grassObject grassObjAtlas 180.0 -9.952276 470.0 2.133875 true
<e> null grassObject grassObjAtlas 180.0 -9.952276 470.0 2.133875 true
<e> null grassObject grassObjAtlas 185.0 -10.88873 470.0 1.8317522 true
<e> null grassObject grassObjAtlas 185.0 -10.88873 470.0 1.8317522 true
<e> null grassObject grassObjAtlas 190.0 -12.280739 470.0 1.198014 true
<e> null grassObject grassObjAtlas 190.0 -12.280739 470.0 1.198014 true
<e> null grassObject grassObjAtlas 195.0 -13.80349 470.0 1.9918867 true
<e> null grassObject grassObjAtlas 195.0 -13.80349 470.0 1.9918867 true
<e> null grassObject grassObjAtlas 200.0 -14.449193 470.0 1.4843941 true
<e> null grassObject grassObjAtlas 200.0 -14.449193 470.0 1.4843941 true
<e> null grassObject grassObjAtlas 205.0 -13.997313 470.0 1.7154768 true
<e> null grassObject grassObjAtlas 205.0 -13.997313 470.0 1.7154768 true
<e> null grassObject grassObjAtlas 210.0 -13.424742 470.0 2.9401045 true
<e> null grassObject grassObjAtlas 210.0 -13.424742 470.0 2.9401045 true
<e> null grassObject grassObjAtlas 215.0 -13.58419 470.0 1.5700006 true
<e> null grassObject grassObjAtlas 215.0 -13.58419 470.0 1.5700006 true
<e> null grassObject grassObjAtlas 220.0 -14.221828 470.0 1.6835763 true
<e> null grassObject grassObjAtlas 220.0 -14.221828 470.0 1.6835763 true
<e> null grassObject grassObjAtlas 225.0 -15.37221 470.0 1.1946138 true
<e> null grassObject grassObjAtlas 225.0 -15.37221 470.0 1.1946138 true
<e> null grassObject grassObjAtlas 230.0 -15.718592 470.0 1.7667617 true
<e> null grassObject grassObjAtlas 230.0 -15.718592 470.0 1.7667617 true
<e> null grassObject grassObjAtlas 235.0 -15.704162 470.0 1.9928252 true
<e> null grassObject grassObjAtlas 235.0 -15.704162 470.0 1.9928252 true
<e> null grassObject grassObjAtlas 240.0 -15.924497 470.0 1.6085403 true
<e> null grassObject grassObjAtlas 240.0 -15.924497 470.0 1.6085403 true
<e> null grassObject grassObjAtlas 245.0 -17.046371 470.0 1.325662 true
<e> null grassObject grassObjAtlas 245.0 -17.046371 470.0 1.325662 true
<e> null grassObject grassObjAtlas 250.0 -16.786673 470.0 1.4144319 true
<e> null grassObject grassObjAtlas 250.0 -16.786673 470.0 1.4144319 true
<e> null grassObject grassObjAtlas 255.0 -16.006771 470.0 2.901588 true
<e> null grassObject grassObjAtlas 255.0 -16.006771 470.0 2.901588 true
<e> null grassObject grassObjAtlas 260.0 -16.055044 470.0 2.133242 true
<e> null grassObject grassObjAtlas 260.0 -16.055044 470.0 2.133242 true
<e> null grassObject grassObjAtlas 265.0 -16.365894 470.0 1.7796651 true
<e> null grassObject grassObjAtlas 265.0 -16.365894 470.0 1.7796651 true
<e> null grassObject grassObjAtlas 270.0 -16.698656 470.0 2.894155 true
<e> null grassObject grassObjAtlas 270.0 -16.698656 470.0 2.894155 true
<e> null grassObject grassObjAtlas 275.0 -17.3272 470.0 1.4567757 true
<e> null grassObject grassObjAtlas 275.0 -17.3272 470.0 1.4567757 true
<e> null grassObject grassObjAtlas 280.0 -17.879549 470.0 1.6543639 true
<e> null grassObject grassObjAtlas 280.0 -17.879549 470.0 1.6543639 true
<e> null grassObject grassObjAtlas 285.0 -18.085331 470.0 1.7126133 true
<e> null grassObject grassObjAtlas 285.0 -18.085331 470.0 1.7126133 true
<e> null grassObject grassObjAtlas 290.0 -18.114937 470.0 1.4851348 true
<e> null grassObject grassObjAtlas 290.0 -18.114937 470.0 1.4851348 true
<e> null grassObject grassObjAtlas 295.0 -18.71569 470.0 2.5832982 true
<e> null grassObject grassObjAtlas 295.0 -18.71569 470.0 2.5832982 true
<e> null grassObject grassObjAtlas 300.0 -19.218538 470.0 2.832127 true
<e> null grassObject grassObjAtlas 300.0 -19.218538 470.0 2.832127 true
<e> null grassObject grassObjAtlas 305.0 -18.742876 470.0 2.402844 true
<e> null grassObject grassObjAtlas 305.0 -18.742876 470.0 2.402844 true
<e> null grassObject grassObjAtlas 310.0 -18.407473 470.0 2.7838411 true
<e> null grassObject grassObjAtlas 310.0 -18.407473 470.0 2.7838411 true
<e> null grassObject grassObjAtlas 315.0 -18.85993 470.0 2.1994827 true
<e> null grassObject grassObjAtlas 315.0 -18.85993 470.0 2.1994827 true
<e> null grassObject grassObjAtlas 320.0 -20.054754 470.0 1.2316322 true
<e> null grassObject grassObjAtlas 320.0 -20.054754 470.0 1.2316322 true
<e> null grassObject grassObjAtlas 325.0 -20.039629 470.0 2.8005233 true
<e> null grassObject grassObjAtlas 325.0 -20.039629 470.0 2.8005233 true
<e> null grassObject grassObjAtlas 330.0 -20.068623 470.0 1.4483483 true
<e> null grassObject grassObjAtlas 330.0 -20.068623 470.0 1.4483483 true
<e> null grassObject grassObjAtlas 335.0 -21.53069 470.0 1.2556378 true
<e> null grassObject grassObjAtlas 335.0 -21.53069 470.0 1.2556378 true
<e> null grassObject grassObjAtlas 340.0 -24.92664 470.0 1.4741663 true
<e> null grassObject grassObjAtlas 340.0 -24.92664 470.0 1.4741663 true
<e> null grassObject grassObjAtlas 345.0 -27.779799 470.0 1.1362438 true
<e> null grassObject grassObjAtlas 345.0 -27.779799 470.0 1.1362438 true
<e> null grassObject grassObjAtlas 350.0 -29.148458 470.0 1.4827001 true
<e> null grassObject grassObjAtlas 350.0 -29.148458 470.0 1.4827001 true
<e> null grassObject grassObjAtlas 355.0 -29.617779 470.0 1.9411395 true
<e> null grassObject grassObjAtlas 355.0 -29.617779 470.0 1.9411395 true
<e> null grassObject grassObjAtlas 360.0 -30.3007 470.0 2.4942403 true
<e> null grassObject grassObjAtlas 360.0 -30.3007 470.0 2.4942403 true
<e> null grassObject grassObjAtlas 365.0 -30.61164 470.0 1.3002208 true
<e> null grassObject grassObjAtlas 365.0 -30.61164 470.0 1.3002208 true
<e> null grassObject grassObjAtlas 370.0 -30.771034 470.0 2.1736662 true
<e> null grassObject grassObjAtlas 370.0 -30.771034 470.0 2.1736662 true
<e> null grassObject grassObjAtlas 375.0 -31.611584 470.0 1.514687 true
<e> null grassObject grassObjAtlas 375.0 -31.611584 470.0 1.514687 true
<e> null grassObject grassObjAtlas 380.0 -32.396023 470.0 2.546949 true
<e> null grassObject grassObjAtlas 380.0 -32.396023 470.0 2.546949 true
<e> null grassObject grassObjAtlas 385.0 -32.523506 470.0 1.8305318 true
<e> null grassObject grassObjAtlas 385.0 -32.523506 470.0 1.8305318 true
<e> null grassObject grassObjAtlas 390.0 -31.43835 470.0 1.1223334 true
<e> null grassObject grassObjAtlas 390.0 -31.43835 470.0 1.1223334 true
<e> null grassObject grassObjAtlas 395.0 -30.395546 470.0 1.8705838 true
<e> null grassObject grassObjAtlas 395.0 -30.395546 470.0 1.8705838 true
<e> null grassObject grassObjAtlas 400.0 -29.746151 470.0 2.7215722 true
<e> null grassObject grassObjAtlas 400.0 -29.746151 470.0 2.7215722 true
<e> null grassObject grassObjAtlas 405.0 -28.419176 470.0 2.0382898 true
<e> null grassObject grassObjAtlas 405.0 -28.419176 470.0 2.0382898 true
<e> null grassObject grassObjAtlas 410.0 -26.556583 470.0 1.2055538 true
<e> null grassObject grassObjAtlas 410.0 -26.556583 470.0 1.2055538 true
<e> null grassObject grassObjAtlas 415.0 -24.645416 470.0 2.1746001 true
<e> null grassObject grassObjAtlas 415.0 -24.645416 470.0 2.1746001 true
<e> null grassObject grassObjAtlas 420.0 -23.346058 470.0 2.8911695 true
<e> null grassObject grassObjAtlas 420.0 -23.346058 470.0 2.8911695 true
<e> null grassObject grassObjAtlas 425.0 -22.945362 470.0 2.0495963 true
<e> null grassObject grassObjAtlas 425.0 -22.945362 470.0 2.0495963 true
<e> null grassObject grassObjAtlas 430.0 -22.40533 470.0 1.7573521 true
<e> null grassObject grassObjAtlas 430.0 -22.40533 470.0 1.7573521 true
<e> null grassObject grassObjAtlas 435.0 -22.746723 470.0 1.6861783 true
<e> null grassObject grassObjAtlas 435.0 -22.746723 470.0 1.6861783 true
<e> null grassObject grassObjAtlas 440.0 -24.215986 470.0 2.2642422 true
<e> null grassObject grassObjAtlas 440.0 -24.215986 470.0 2.2642422 true
<e> null grassObject grassObjAtlas 445.0 -26.207684 470.0 1.3585757 true
<e> null grassObject grassObjAtlas 445.0 -26.207684 470.0 1.3585757 true
<e> null grassObject grassObjAtlas 450.0 -28.07206 470.0 1.7779663 true
<e> null grassObject grassObjAtlas 450.0 -28.07206 470.0 1.7779663 true
<e> null grassObject grassObjAtlas 455.0 -28.93685 470.0 2.229444 true
<e> null grassObject grassObjAtlas 455.0 -28.93685 470.0 2.229444 true
<e> null grassObject grassObjAtlas 460.0 -29.150024 470.0 2.003365 true
<e> null grassObject grassObjAtlas 460.0 -29.150024 470.0 2.003365 true
<e> null grassObject grassObjAtlas 465.0 -28.885944 470.0 1.8627398 true
<e> null grassObject grassObjAtlas 465.0 -28.885944 470.0 1.8627398 true
<e> null grassObject grassObjAtlas 470.0 -28.584734 470.0 2.5582814 true
<e> null grassObject grassObjAtlas 470.0 -28.584734 470.0 2.5582814 true
<e> null grassObject grassObjAtlas 475.0 -27.594557 470.0 2.6836882 true
<e> null grassObject grassObjAtlas 475.0 -27.594557 470.0 2.6836882 true
<e> null grassObject grassObjAtlas 480.0 -26.21566 470.0 1.7370294 true
<e> null grassObject grassObjAtlas 480.0 -26.21566 470.0 1.7370294 true
<e> null grassObject grassObjAtlas 485.0 -24.247429 470.0 2.291392 true
<e> null grassObject grassObjAtlas 485.0 -24.247429 470.0 2.291392 true
<e> null grassObject grassObjAtlas 490.0 -21.803394 470.0 2.74999 true
<e> null grassObject grassObjAtlas 490.0 -21.803394 470.0 2.74999 true
<e> null grassObject grassObjAtlas 495.0 -19.984642 470.0 1.3346922 true
<e> null grassObject grassObjAtlas 495.0 -19.984642 470.0 1.3346922 true
<e> null grassObject grassObjAtlas 500.0 -19.355072 470.0 1.2147479 true
<e> null grassObject grassObjAtlas 500.0 -19.355072 470.0 1.2147479 true
<e> null grassObject grassObjAtlas 505.0 -19.922447 470.0 1.4397275 true
<e> null grassObject grassObjAtlas 505.0 -19.922447 470.0 1.4397275 true
<e> null grassObject grassObjAtlas 510.0 -21.116745 470.0 2.61689 true
<e> null grassObject grassObjAtlas 510.0 -21.116745 470.0 2.61689 true
<e> null grassObject grassObjAtlas 515.0 -22.584415 470.0 1.9614671 true
<e> null grassObject grassObjAtlas 515.0 -22.584415 470.0 1.9614671 true
<e> null grassObject grassObjAtlas 520.0 -23.139336 470.0 2.8418174 true
<e> null grassObject grassObjAtlas 520.0 -23.139336 470.0 2.8418174 true
<e> null grassObject grassObjAtlas 525.0 -23.206514 470.0 1.6857402 true
<e> null grassObject grassObjAtlas 525.0 -23.206514 470.0 1.6857402 true
<e> null grassObject grassObjAtlas 530.0 -22.599085 470.0 1.9703152 true
<e> null grassObject grassObjAtlas 530.0 -22.599085 470.0 1.9703152 true
<e> null grassObject grassObjAtlas 535.0 -21.675213 470.0 2.1286826 true
<e> null grassObject grassObjAtlas 535.0 -21.675213 470.0 2.1286826 true
<e> null grassObject grassObjAtlas 540.0 -20.619473 470.0 2.378954 true
<e> null grassObject grassObjAtlas 540.0 -20.619473 470.0 2.378954 true
<e> null grassObject grassObjAtlas 545.0 -21.636047 470.0 1.8940058 true
<e> null grassObject grassObjAtlas 545.0 -21.636047 470.0 1.8940058 true
<e> null grassObject grassObjAtlas 550.0 -23.011211 470.0 2.1217604 true
<e> null grassObject grassObjAtlas 550.0 -23.011211 470.0 2.1217604 true
<e> null grassObject grassObjAtlas 555.0 -23.26268 470.0 1.313267 true
<e> null grassObject grassObjAtlas 555.0 -23.26268 470.0 1.313267 true
<e> null grassObject grassObjAtlas 560.0 -22.17426 470.0 1.7033482 true
<e> null grassObject grassObjAtlas 560.0 -22.17426 470.0 1.7033482 true
<e> null grassObject grassObjAtlas 565.0 -23.054232 470.0 1.9998531 true
<e> null grassObject grassObjAtlas 565.0 -23.054232 470.0 1.9998531 true
<e> null grassObject grassObjAtlas 570.0 -24.78701 470.0 2.078356 true
<e> null grassObject grassObjAtlas 570.0 -24.78701 470.0 2.078356 true
<e> null grassObject grassObjAtlas 575.0 -26.914808 470.0 2.2143557 true
<e> null grassObject grassObjAtlas 575.0 -26.914808 470.0 2.2143557 true
<e> null grassObject grassObjAtlas 580.0 -28.602938 470.0 1.2015105 true
<e> null grassObject grassObjAtlas 580.0 -28.602938 470.0 1.2015105 true
<e> null grassObject grassObjAtlas 585.0 -30.709488 470.0 2.3194008 true
<e> null grassObject grassObjAtlas 585.0 -30.709488 470.0 2.3194008 true
<e> null grassObject grassObjAtlas 590.0 -31.22755 470.0 1.1619099 true
<e> null grassObject grassObjAtlas 590.0 -31.22755 470.0 1.1619099 true
<e> null grassObject grassObjAtlas 595.0 -31.036354 470.0 2.8789806 true
<e> null grassObject grassObjAtlas 595.0 -31.036354 470.0 2.8789806 true
<e> null grassObject grassObjAtlas 600.0 -30.640886 470.0 2.1006112 true
<e> null grassObject grassObjAtlas 600.0 -30.640886 470.0 2.1006112 true
<e> null grassObject grassObjAtlas 605.0 -30.268606 470.0 2.945378 true
<e> null grassObject grassObjAtlas 605.0 -30.268606 470.0 2.945378 true
<e> null grassObject grassObjAtlas 610.0 -28.306923 470.0 2.249826 true
<e> null grassObject grassObjAtlas 610.0 -28.306923 470.0 2.249826 true
<e> null grassObject grassObjAtlas 615.0 -26.36361 470.0 2.121581 true
<e> null grassObject grassObjAtlas 615.0 -26.36361 470.0 2.121581 true
<e> null grassObject grassObjAtlas 620.0 -24.956154 470.0 2.843844 true
<e> null grassObject grassObjAtlas 620.0 -24.956154 470.0 2.843844 true
<e> null grassObject grassObjAtlas 625.0 -24.559807 470.0 2.465612 true
<e> null grassObject grassObjAtlas 625.0 -24.559807 470.0 2.465612 true
<e> null grassObject grassObjAtlas 630.0 -23.019243 470.0 1.9162757 true
<e> null grassObject grassObjAtlas 630.0 -23.019243 470.0 1.9162757 true
<e> null grassObject grassObjAtlas 635.0 -20.801113 470.0 2.1236334 true
<e> null grassObject grassObjAtlas 635.0 -20.801113 470.0 2.1236334 true
<e> null grassObject grassObjAtlas 640.0 -18.602886 470.0 2.4766703 true
<e> null grassObject grassObjAtlas 640.0 -18.602886 470.0 2.4766703 true
<e> null grassObject grassObjAtlas 645.0 -16.917122 470.0 2.6805086 true
<e> null grassObject grassObjAtlas 645.0 -16.917122 470.0 2.6805086 true
<e> null grassObject grassObjAtlas 650.0 -14.946838 470.0 1.8945861 true
<e> null grassObject grassObjAtlas 650.0 -14.946838 470.0 1.8945861 true
<e> null grassObject grassObjAtlas 655.0 -13.187742 470.0 2.0703902 true
<e> null grassObject grassObjAtlas 655.0 -13.187742 470.0 2.0703902 true
<e> null grassObject grassObjAtlas 660.0 -11.034214 470.0 1.9346323 true
<e> null grassObject grassObjAtlas 660.0 -11.034214 470.0 1.9346323 true
<e> null grassObject grassObjAtlas 665.0 -10.240807 470.0 2.9978125 true
<e> null grassObject grassObjAtlas 665.0 -10.240807 470.0 2.9978125 true
<e> null grassObject grassObjAtlas 670.0 -10.868071 470.0 2.4868782 true
<e> null grassObject grassObjAtlas 670.0 -10.868071 470.0 2.4868782 true
<e> null grassObject grassObjAtlas 675.0 -11.926369 470.0 1.214932 true
<e> null grassObject grassObjAtlas 675.0 -11.926369 470.0 1.214932 true
<e> null grassObject grassObjAtlas 680.0 -11.66429 470.0 1.1097467 true
<e> null grassObject grassObjAtlas 680.0 -11.66429 470.0 1.1097467 true
<e> null grassObject grassObjAtlas 685.0 -13.058844 470.0 2.747381 true
<e> null grassObject grassObjAtlas 685.0 -13.058844 470.0 2.747381 true
<e> null grassObject grassObjAtlas 690.0 -15.66024 470.0 2.8145752 true
<e> null grassObject grassObjAtlas 690.0 -15.66024 470.0 2.8145752 true
<e> null grassObject grassObjAtlas 695.0 -17.545427 470.0 2.8554232 true
<e> null grassObject grassObjAtlas 695.0 -17.545427 470.0 2.8554232 true
<e> null grassObject grassObjAtlas 700.0 -17.521168 470.0 1.6213222 true
<e> null grassObject grassObjAtlas 700.0 -17.521168 470.0 1.6213222 true
<e> null grassObject grassObjAtlas 705.0 -17.771845 470.0 1.785666 true
<e> null grassObject grassObjAtlas 705.0 -17.771845 470.0 1.785666 true
<e> null grassObject grassObjAtlas 710.0 -17.757847 470.0 1.1334714 true
<e> null grassObject grassObjAtlas 710.0 -17.757847 470.0 1.1334714 true
<e> null grassObject grassObjAtlas 715.0 -17.375233 470.0 2.369688 true
<e> null grassObject grassObjAtlas 715.0 -17.375233 470.0 2.369688 true
<e> null grassObject grassObjAtlas 720.0 -18.31382 470.0 2.3283715 true
<e> null grassObject grassObjAtlas 720.0 -18.31382 470.0 2.3283715 true
<e> null grassObject grassObjAtlas 725.0 -21.10146 470.0 1.4490421 true
<e> null grassObject grassObjAtlas 725.0 -21.10146 470.0 1.4490421 true
<e> null grassObject grassObjAtlas 730.0 -24.277182 470.0 2.8296354 true
<e> null grassObject grassObjAtlas 730.0 -24.277182 470.0 2.8296354 true
<e> null grassObject grassObjAtlas 735.0 -25.730562 470.0 2.6719031 true
<e> null grassObject grassObjAtlas 735.0 -25.730562 470.0 2.6719031 true
<e> null grassObject grassObjAtlas 740.0 -25.451157 470.0 2.7946174 true
<e> null grassObject grassObjAtlas 740.0 -25.451157 470.0 2.7946174 true
<e> null grassObject grassObjAtlas 745.0 -24.499317 470.0 1.167079 true
<e> null grassObject grassObjAtlas 745.0 -24.499317 470.0 1.167079 true
<e> null grassObject grassObjAtlas 750.0 -24.734959 470.0 2.1674972 true
<e> null grassObject grassObjAtlas 750.0 -24.734959 470.0 2.1674972 true
<e> null grassObject grassObjAtlas 755.0 -24.987293 470.0 1.2394236 true
<e> null grassObject grassObjAtlas 755.0 -24.987293 470.0 1.2394236 true
<e> null grassObject grassObjAtlas 760.0 -23.090332 470.0 1.1534154 true
